Entity,Code,Year,Men Overweight or Obese (%),Men (BMI),Women overweight or obese (%),Women (BMI),Daily caloric supply (per person) (kcal/person/day),Total population (Gapminder),HIV/AIDS and tuberculosis (DALYs),Diarrhea & common infectious diseases (DALYs),Malaria & neglected tropical diseases (DALYs),Maternal disorders (DALYs),Neonatal disorders (DALYs),Nutritional deficiencies (DALYs),Other communicable diseases (DALYs),Cancers (DALYs),Cardiovascular diseases (DALYs),Respiratory diseases (DALYs),Liver diseases (DALYs),Digestive diseases (DALYs),Neurological disorders (DALYs),Mental and substance use disorders (DALYs),"Diabetes, blood, & endocrine diseases (DALYs)",Musculoskeletal disorders (DALYs),Other NCDs (DALYs),Transport injuries (DALYs),Natural disasters (DALYs),Conflict and terrorism (DALYs),Self-harm (DALYs),Interpersonal violence (DALYs),Unintentional injuries (DALYs),% Adults > 25BMI
Afghanistan,AFG,2013,12.9,21.5086472,19.5,23.54970156,2090.0,34499915.0,559159.736902,3527350.6933699995,302079.587646,282475.205009,1919799.53463,205793.58459,221179.138408,615582.241007,2071797.8850599998,345323.934948,129282.005115,170308.104324,368447.57101799996,640738.0685630001,847821.5932100001,380193.163336,1557879.2538299998,838282.394294,12059.2734182,718251.148272,103157.339525,328380.48191,852112.5869529999,18.1
Albania,ALB,2013,57.5,26.464979200000002,45.1,25.69953261,3193.0,3238316.0,410.170590465,20502.6309348,298.926857293,337.120430626,22978.1844407,6725.11683256,1949.42615431,100486.679159,212530.107887,17222.0161571,7695.77176975,8039.90004437,48351.2711545,51934.3125768,34162.3509862,68703.381981,78698.3618003,19373.048968,71.3369182625,632.094734412,8639.02528064,4715.48918276,43461.4445132,56.5
Algeria,DZA,2013,50.7,24.2180873,60.8,25.93875133,3296.0,36983924.0,37405.6650213,382019.477732,19274.4978592,41499.139835,947886.991757,177939.75653699998,56410.3347796,509098.886614,1286089.96141,243208.12645399998,92364.68738239999,92250.67168150001,597234.647877,855215.238477,737241.350368,774597.3412220001,1390775.88267,522425.71825,856.790840568,16455.2390889,67670.415373,36306.096653500004,403353.771503,57.2
Angola,AGO,2013,18.0,22.69689625,33.8,23.98241684,2473.0,20714494.0,1166418.82295,2921074.84571,792502.784791,134816.271854,1542468.01399,701672.036968,438734.44532,337446.023233,556951.615081,171024.273292,138995.536491,156496.40191400002,208667.689247,398281.731406,295289.235477,226669.772204,802884.2185310001,398592.39718800003,55.1532565766,14276.062397299998,49883.151557599995,73200.292711,613533.437525,22.1
Antigua and Barbuda,ATG,2013,52.3,27.08053839,65.2,29.02906732,2417.0,91404.0,403.068176292,895.7313575810001,70.4573102358,32.2285073337,733.6957154339999,531.319608725,91.2095101812,2205.51098702,3064.5424070999998,484.79291017800006,325.569176176,286.118718291,1312.11151466,1969.93205418,2441.53163178,1569.29815146,2122.47196894,453.949044966,0.0,0.09628412969519999,96.3518722435,280.707147147,1196.32936279,46.4
Argentina,ARG,2013,66.0,27.4889604,59.2,27.14817972,3229.0,41473982.0,110158.00942999999,586929.644356,31801.1040417,24928.420434599997,403589.548342,83600.1499354,27348.0781676,1504734.75854,1800495.7733200002,425030.45305,183800.396002,150818.665791,598505.77965,1033363.84736,732334.340873,1098302.22688,1120458.89794,367036.69707,3090.08276906,1030.07738864,225397.54963000002,152474.890747,518364.355009,61.6
Armenia,ARM,2013,53.9,25.77919859,52.7,27.32795045,2928.0,3117722.0,4841.12837651,27550.394011,437.97004105,625.652163141,24827.6088019,8117.37397881,2194.09378659,123161.31748099999,219178.08471700002,25023.190599,21542.9016412,15806.7271815,43685.714128600004,56898.1374418,68663.967229,60839.1533757,86465.4301121,17199.293340400003,3697.26534561,412.477080935,9963.31044885,6784.73620037,45159.8067942,53.3
Australia,AUS,2013,69.0,27.45331026,57.0,26.72235109,3276.0,23213944.0,6895.64131633,81338.47919279999,614.789163276,1971.406653,73977.66777939998,11782.6927832,11830.295964899999,842474.699764,646274.869425,248908.59545700002,51184.0006896,54891.15248609999,423508.18994099996,739456.958934,271856.938225,685901.4423550001,522994.22989200003,118732.267406,41.1937317517,0.0,115182.41543699999,22096.2390949,200934.260263,65.5
Austria,AUT,2013,62.0,26.55039555,46.8,24.47608529,3768.0,8441263.0,4970.81879706,27152.821220599995,57.7238865795,378.199074991,22652.6660778,6478.13395816,2790.53335492,376465.972405,411749.067609,76452.46193060001,47018.171809,27315.989500599997,196822.29933699997,223759.240921,145286.552097,230392.47439899997,217933.263876,40522.5691653,876.116704595,0.0,48770.234088,5738.68380371,107984.63211199999,56.6
Azerbaijan,AZE,2013,54.1,26.25459633,56.5,27.82462938,3118.0,9533445.0,34166.4792535,289212.353166,1913.62387278,3249.6196933,243790.722107,46271.87670859999,15250.169141999999,273410.214676,724602.239224,67631.9047632,87510.8772347,30579.898331200002,133727.599524,207072.942876,178091.83739200002,161390.769322,262057.65185300002,51698.7824262,42.8197625852,2880.64808562,19919.8848303,24455.5042625,168651.99009200002,50.6
Bahamas,BHS,2013,60.3,27.10955405,66.8,28.80637621,2670.0,355233.0,5605.39392804,4361.21450814,173.109008662,251.004637217,3652.05927626,1454.51436156,509.436889422,13310.2457908,18512.4791315,2468.78382654,1913.84381096,1805.11826753,5273.22374022,8365.61323852,11228.343439799999,7589.72135729,9452.07636449,3797.84084084,5.36007775727,0.100994149312,592.707524844,4786.33988533,5258.03068286,63.2
Bangladesh,BGD,2013,13.7,20.80701341,19.7,21.29256291,2450.0,154393847.0,522881.59297700005,5149261.33815,599297.060434,379347.939394,5758383.96291,1308512.18431,772522.9247229999,2328140.3089799997,6379527.72671,1995345.0148599998,932545.725307,694306.282928,2074087.86535,3180737.27087,2375555.4523400003,2776034.44412,4075074.70112,1449063.55799,27782.8542587,0.0,622441.8732220001,312265.33539,2761344.91195,17.0
Barbados,BRB,2013,50.5,26.56683888,62.2,28.89963376,2937.0,275141.0,1249.67636568,3472.0208486,220.67469666099998,129.47992079,2880.49715438,1098.44567435,453.554705693,12213.5550149,12731.406745100001,1865.57876941,1066.45644994,1337.91085563,4822.27021751,5972.63187433,10389.7762866,6588.989026100001,8268.47336078,1591.2058799000001,0.147980071832,0.0,626.792565669,1473.61096727,2951.83538866,53.0
Belarus,BLR,2013,60.0,26.6690216,52.9,26.58315887,3250.0,9498290.0,38093.970786699996,57460.31931490001,554.492700315,1073.73919344,39775.8361594,11043.064423799999,7263.94824165,441511.62162700004,1312743.73541,68371.2727538,88885.2822041,53818.52653180001,169242.4297,316700.530373,113690.70754300001,237609.49840500002,243940.667106,98499.6087781,2255.70555045,535.782086575,110794.649269,36922.09518430001,308063.562145,61.1
Belgium,BEL,2013,66.5,26.83759423,50.3,25.15239497,3733.0,10815599.0,6278.42769895,83956.1345645,77.5355499656,1146.73887257,29128.102238,11079.5971629,6166.27297395,549887.9773189999,466602.18402,130713.97316300002,45951.9764913,47066.73020309999,272472.568267,289446.554212,156094.938139,322680.745385,296168.862707,68865.445981,0.0,75.025387918,82539.2015348,10929.185145899999,151595.027264,63.0
Belize,BLZ,2013,45.7,27.17631332,58.5,30.08319666,2751.0,330721.0,4818.42213965,5422.41720138,361.742259531,123.833539515,7112.04498894,2292.66488754,441.595691454,6879.786414499999,9750.81152539,2763.21506712,1761.57175627,1356.48988601,3988.71795529,6823.26254389,8875.54318286,4825.33917262,8725.12069304,3942.51652962,4.41756133177,6.820258689609999,1120.0726187,4088.38744274,5447.42792069,49.3
Benin,BEN,2013,16.3,22.49542286,34.3,24.10134155,2619.0,9606534.0,248450.042938,1431704.78553,750905.2101390001,83925.4722122,773123.243512,228480.79340100003,45547.3740412,172143.64374,275782.91609699995,74076.1924303,65504.598634099995,67755.15819,103702.98279,174251.96681500002,226391.97816300002,115577.272497,394906.39983899996,93882.28779219999,12.895797245499999,0.0,32714.304244400002,20873.4625058,187180.510671,24.6
Bermuda,BMU,2013,68.1,27.83481933,71.1,29.11355046,2671.0,65335.0,389.242089015,403.05736009699996,9.24957964399,6.151532550240001,222.59523827400002,221.01215194099998,39.5553759232,2335.71852656,2337.16991406,420.41674521,163.293029177,221.87368978599997,915.2871621260001,1426.95986456,1191.01154333,1185.28914654,1433.92169639,413.564789617,0.453546779415,0.0,119.608785115,132.51480086700002,524.8749702380001,
Bolivia,BOL,2013,48.3,24.89768516,56.7,27.28413579,2256.0,10409761.0,69891.52661,409218.07272600004,32759.4409357,26810.630232299998,348226.76777,108032.190627,30292.9387304,248050.872363,297528.852804,83338.4654862,50887.568734199995,80697.2416374,121442.693175,212428.813836,198768.479071,154605.100339,354285.87460100005,117734.604001,4712.48761027,5.670469195700001,32027.6242861,40680.655590300004,197570.053164,51.2
Bosnia and Herzegovina,BIH,2013,54.2,25.80851603,44.1,24.59943417,3154.0,3735880.0,3631.94000184,14205.3687618,311.00378073400003,294.36720240799997,16321.0763197,10979.0656183,2079.33278545,205518.50575,317110.350646,31293.0053278,15686.8921299,18819.168864400002,67261.84704010001,80596.5554594,93316.0071028,97518.2720411,100549.173868,21675.3860512,6.20298976913,6037.77791543,12446.0593626,6295.32991401,63753.2243015,54.7
Botswana,BWA,2013,29.8,22.59702094,54.6,26.35705965,2326.0,2074616.0,401384.263988,78148.3027778,8133.05678812,2548.97136786,38924.42554630001,14118.227579299999,6495.95724952,41322.756713,62026.0692816,22695.9204354,6249.2678212,8435.83998826,28770.588999900003,48358.717608800005,50753.99510380001,27361.293228400005,47890.2232356,25645.1929151,686.651123787,0.0,16086.1860909,17451.9450496,29801.4681513,36.8
Brazil,BRA,2013,54.4,25.56745078,52.5,25.98147159,3263.0,200050487.0,938448.86172,2716866.1334,498925.99804,138409.270163,2632862.54852,1004824.81034,224026.299573,5185592.68117,7476252.735119999,1587202.13004,1060127.79111,960439.868828,3180306.98107,5593785.19679,3406306.88276,4194889.37323,5720419.05109,2706337.36698,10259.725603,0.0,619077.282226,3328655.23182,2433052.45477,54.5
Brunei,BRN,2013,44.0,25.40171818,43.8,26.11553678,2985.0,419772.0,701.6184348930001,2290.55877373,177.93091317,150.247693811,2144.83911554,830.3455394839999,382.211070146,10496.5003388,10723.531212200001,3195.79743954,640.4372904530001,864.517024913,4924.25588678,7754.82444534,9134.17022482,7646.39482095,9033.63707702,4060.93584483,0.9130541155700002,0.0,909.7784237569999,383.92147640800005,5145.59748687,39.2
Bulgaria,BGR,2013,63.0,26.5721527,49.7,25.2071369,2829.0,7349462.0,6033.18304029,52213.3398619,568.670918464,985.338265673,29337.218497900005,14037.3865185,3951.48998119,400665.596783,1059058.5594,73864.652192,52473.094203099994,41005.531638,141312.43335099999,143374.356915,141645.699505,193577.16086099998,203156.764706,56721.24786059999,137.362332155,0.0,33390.0219139,10996.561141799999,152473.78735199998,64.5
Burkina Faso,BFA,2013,14.7,22.03568615,27.1,21.92640666,2720.0,18011507.0,490324.82508999994,2521413.30901,3047380.55501,136987.306392,1262142.08012,641303.56144,170044.574561,263756.81561399996,429660.087775,101751.189778,70129.5963214,139249.804888,150685.010655,270570.237914,424301.62201399996,173887.292988,868025.5836659999,166566.919918,10.245803581799999,81.005160499,45231.138281,14510.2878562,414235.974279,18.2
Cambodia,KHM,2013,12.0,21.7372417,20.1,21.80517277,2477.0,14656016.0,209292.223354,844228.797704,148087.238701,31706.422008599995,493026.515082,142240.625482,85093.3320421,323376.64356,559960.989675,146548.33126500002,225035.266925,150712.717008,165450.530241,260250.53331300002,226083.24031999998,230997.02555700002,368574.81043400004,195433.108456,11717.9981735,20519.6067697,42850.102128,41941.791429000004,312100.860047,18.2
Cameroon,CMR,2013,21.2,23.40578035,39.4,24.93684811,2671.0,20913595.0,1786269.0848400001,2655399.86174,2330068.09241,228512.36342399998,1590964.51457,419107.51221,313969.566716,427406.505107,627852.67652,164428.406924,182303.619144,154939.85850899998,229903.99440700002,385132.781279,498873.801187,240901.70529699998,964487.070411,210891.786845,170.27131395799998,27255.0336171,82892.49190549999,56107.0430591,488396.664133,27.8
Canada,CAN,2013,68.5,27.40418444,59.5,26.65219871,3494.0,34993747.0,24250.031411300002,165676.863281,336.496033029,2216.03086233,130783.875304,19291.760461200003,15788.9662881,1505243.6625,1154188.32374,325644.181478,106370.870907,103748.015923,660998.121579,995138.5194610001,532062.649078,998124.6093639999,856465.529386,207043.510501,137.986650543,22.5419718502,189289.421803,44818.6325064,372537.764561,65.8
Central African Republic,CAF,2013,12.4,21.45292298,26.3,23.24154215,1879.0,4666833.0,928359.9913270001,1053890.30708,354256.701686,77279.32456139999,415489.686237,218287.599081,143543.75594,92389.93408189999,236057.640796,55308.8470989,33444.9298428,58993.2832576,46425.4135104,90149.0442052,91452.5403928,57106.33173759999,186735.260744,118464.803034,0.0,192657.495254,18132.9224593,20468.883329,152039.955145,21.6
Chad,TCD,2013,14.3,21.91676894,29.8,22.44822765,2110.0,12141876.0,807515.401287,3413723.3554,669158.228537,188164.893835,1179695.19663,542970.042989,371838.093743,182511.669195,327967.84490100003,87538.5521629,75476.5200845,100339.476941,117848.95358,211507.219301,259391.27178600003,135799.904912,515258.114531,119811.25820499999,24.6356571702,4041.05740696,24573.5270275,27913.1186791,350998.49353000004,18.2
Chile,CHL,2013,64.0,27.55286137,62.7,27.92599375,2979.0,17574464.0,37628.243834199995,101235.590159,8235.50445576,4184.40179903,89047.14748180001,29485.3963847,9924.18483549,541601.350503,499675.64620699995,133630.860793,124442.28000099999,57966.199389400004,263001.398071,458034.90439,257893.52600100002,539216.8478,459435.588356,119048.762009,867.381036211,16.1312519781,90260.2993287,45970.698876,171181.128851,62.5
China,CHN,2013,37.3,24.11437233,32.4,23.32968719,3108.0,1359368470.0,2958488.5625299998,7731542.50765,2122831.99889,201877.000755,7805077.749039999,1841768.5345,973660.5552950001,56744143.4492,76007355.6512,17737911.7544,4628717.44142,4636247.3759699995,15709557.7374,29829649.1722,19844183.2827,26033542.2991,29321410.8845,17782328.3956,80492.5546746,10404.777385299998,4701137.14149,1629909.35878,17498427.4525,30.9
Colombia,COL,2013,53.5,25.43092125,57.6,26.33267469,2804.0,48165221.0,157958.367737,414090.866118,84801.0965359,29303.9784941,556642.387112,118539.67931099999,32135.984673000003,968037.2837469999,1112017.70358,357809.868554,87269.03539680001,190677.463279,668324.5970729999,829308.273461,612720.177429,792496.699134,1266044.38932,393423.316804,11118.9618368,10560.4653829,138046.464932,921963.908962,408949.787808,56.4
Congo,COG,2013,21.5,22.14645046,36.1,23.87241018,2208.0,4324199.0,329480.797351,381841.016298,219624.283041,37265.3212691,232997.141627,107957.188237,26062.3700634,81676.3893695,139280.298253,34436.309240099996,28756.9796695,33015.0460532,43183.3936095,79391.7612798,63949.85788119999,49449.590519599995,137278.476344,58159.2854074,1.47427116794,5612.08022119,10928.6443705,13115.2286132,84691.65314410001,26.2
Costa Rica,CRI,2013,57.6,26.48140627,61.0,26.94600351,2848.0,4859957.0,9490.9954214,27900.964955299998,4234.30426572,1304.72249195,31685.0446486,7485.42349823,3158.0725453,105561.46836299999,103278.95234199999,31121.9230046,20898.803601,16368.3924859,71020.5875802,90266.8506312,67286.9723153,78106.94108969999,125648.279858,40837.071108899996,329.95809739099997,0.0,16321.2252514,21881.594043099998,38432.1232191,58.5
Cote d'Ivoire,CIV,2013,21.8,23.19248201,36.7,23.91016852,2799.0,21057316.0,1525949.01519,2739838.63337,1991105.15032,215369.35593400002,1718287.2176299999,424125.342089,176651.057997,332321.29973,832937.996888,183060.74719300002,201298.19336099998,166008.542572,209310.488847,354843.87163,482197.83067600004,243400.919361,943364.356669,213764.273392,10.6904723639,7564.18147074,77668.718893,33822.9777916,490128.533983,26.8
Croatia,HRV,2013,63.2,26.93671326,48.6,25.13024951,3059.0,4378806.0,1861.75631979,18214.0213295,96.989693119,287.84198117799997,13423.246063699999,4044.53353962,1530.50041601,271760.341137,384764.47434200003,39324.6229403,32856.206532,25366.9487482,83981.5651822,96387.50011689999,70465.22388089998,121985.07670199999,116041.82613399999,35195.3208318,7.42019995755,2226.72929394,26472.6506569,4116.65879782,80170.1902862,62.5
Cuba,CUB,2013,50.9,25.15616597,60.9,25.94486006,3409.0,11244424.0,19987.926271400003,109181.943286,13594.864956200001,3976.47910112,44351.6407316,41962.9705385,9202.0142574,486909.38765,568826.1725720001,108429.5462,43600.9991565,52228.356706800005,193267.02894000002,280777.36509000004,188648.06773699998,230203.53934499997,300605.107954,54952.7565166,2568.80771429,3.56288703044,55826.8368398,34014.222689300004,135597.917997,59.9
Cyprus,CYP,2013,63.9,27.77627951,55.1,26.35605804,2649.0,1141453.0,390.68533115300005,3756.00627456,11.1145084021,80.9025977529,2958.10102178,633.884076129,320.618589032,29032.4596602,35833.4817861,7789.66076404,2116.63967485,2465.85691743,17541.7097453,20493.2989352,17685.629610699998,23819.1937588,20629.8803134,7282.70525413,1.53887042704,0.0,1871.52474106,1114.97086881,10057.464328,59.2
Czech Republic,CZE,2013,68.8,27.54176337,52.2,25.81920382,3256.0,10589806.0,2157.69740902,68679.6113438,120.352252441,757.755007279,26111.843268099998,18088.230850599997,5300.37451145,564842.6902310001,781678.424405,84974.9120134,64088.350538,61324.7297102,193872.937476,219805.44265900002,187562.13256099998,284498.542922,256610.63215900003,80127.7883546,7.249562314139999,0.0,60584.81831930001,11825.8122521,254178.224341,65.1
Denmark,DNK,2013,64.4,25.92813629,46.3,24.46882312,3367.0,5611187.0,2575.88711727,37073.282672400004,40.1433313414,284.99013111,16483.6316524,4492.30040051,2057.26690923,301934.298965,212637.664403,75949.82481869998,25783.583913,23645.239023299997,111842.48433199999,153446.78403399998,84319.13491950001,217666.404024,135732.69174,22431.8764469,0.0,7.677213558560001,24735.1963033,3867.43797109,59361.7605541,58.1
Djibouti,DJI,2013,24.2,22.39049998,34.5,23.66148254,2607.0,940090.0,63929.08927050001,88873.0611242,2880.40025617,7076.82530019,58823.9195837,35009.2566396,11895.0830765,19233.9679729,26885.739165099996,6019.11128358,4088.79769975,6488.82279306,9471.86397814,16250.3042579,14628.5485519,9687.73678834,24209.7521961,6995.26114746,16.428480400399998,69.5290763217,1523.26888786,4419.84205436,17733.0786154,33.8
Dominica,DMA,2013,50.2,24.84967003,60.7,28.66220646,2931.0,67702.0,371.38613218300003,879.412078772,46.50593834479999,20.3356327487,1622.4818080999999,217.999665969,95.6433342283,2760.8487118000003,3420.13442185,569.505579626,287.438773238,354.15829760099996,1074.67801925,1502.30826191,2397.42765085,1238.61986273,2092.70120512,628.97500194,3.7596905241800003,0.0,145.485913155,390.098701219,896.9463214660001,58.4
Dominican Republic,DOM,2013,48.3,25.33809867,58.4,27.05303634,2614.0,10308609.0,237057.93498899997,169135.015998,13275.4715456,8855.2501692,309770.866985,38254.72139680001,10306.7974404,163987.795934,354633.034287,59669.7241602,31978.2666363,30751.360891400003,121912.8052,201976.11135,147262.108569,154138.914906,289004.857967,107612.413149,153.535055965,25.0299702886,22370.7769456,79669.378158,111092.70483199999,56.8
Ecuador,ECU,2013,51.6,26.2457691,57.5,27.44604421,2344.0,15061398.0,67084.5392516,246186.14150599999,28332.286464999997,15230.6453428,267087.987981,31579.9455302,16117.544624899998,298368.96400700003,330257.022711,71895.6748801,68033.2091107,75113.41584850001,195349.370219,325671.51616,282259.27964699996,249943.670433,453581.363079,219120.751035,3250.39841678,24.510470022800003,64693.46691819999,121911.543509,211826.06951099998,52.8
Egypt,EGY,2013,54.8,27.22550389,69.6,30.53168774,3522.0,85378440.0,48717.6264725,2827307.23911,116277.898072,72930.42471889999,1388749.34361,385907.386511,129853.10905099999,1464741.0151,4810778.07538,862446.3621649999,1248710.05912,385065.175123,1196444.1136100001,1777994.6144599998,1882552.95995,1672462.66074,2714722.88259,1411597.95244,199.996671902,15032.433860299998,143951.63771500002,54212.020961099995,841247.872376,59.4
El Salvador,SLV,2013,51.5,26.43453482,59.3,27.89991809,2577.0,6302723.0,11503.6058569,92800.8681692,6552.77124677,2806.36095662,55343.5995056,14344.5219468,3887.46519678,121076.652053,165493.307288,37938.8794436,40401.165846699994,23225.8409731,87085.3454231,147773.863231,182130.884066,88029.8706887,170040.434224,71548.02891180001,821.9832371739999,3672.5472364,29065.6118306,180105.52642,57998.8189772,54.7
Estonia,EST,2013,60.1,26.709859499999997,49.2,25.75265684,3253.0,1338832.0,3186.93397416,8245.01908951,21.6455017869,135.794099401,3437.0297965000004,1318.18287647,617.267614356,64955.1519125,117464.28159700001,7858.797032100001,8048.26356496,7260.32928126,26396.9364367,45754.2005225,21801.4768229,35639.284068199995,33232.40060940001,7412.16234521,0.37438217806,2.23823135255,9192.43609574,3824.10769232,32639.3956247,59.0
Ethiopia,ETH,2013,10.1,20.05427644,23.5,20.89823629,2131.0,88356373.0,3633671.7535599996,9938489.41354,667440.841596,723572.082925,5461987.2753800005,1962661.4819099999,963340.542207,1837647.35056,2741050.8678200003,638560.552182,541256.0585159999,679534.864195,854746.176188,1725901.95143,1271462.8349,891307.2269059999,2147984.02014,724977.798786,154.938792453,53069.021522300005,256735.624167,552979.608167,1582818.92601,16.8
Fiji,FJI,2013,58.6,26.14441505,67.1,28.51086124,2943.0,882863.0,1937.67655378,23202.6759068,2567.16295045,759.920690743,14196.2434199,4538.58672301,3055.36481386,22223.9195737,70697.8207209,14839.7284477,2587.57183471,3670.40875275,9299.2639814,14851.572788999998,75865.5789143,14513.303858500001,22760.4956628,6697.87080626,30.6120047935,0.0,5167.77842522,2830.39121778,14115.497473,61.1
Finland,FIN,2013,61.7,26.4201582,48.4,25.43409512,3368.0,5418763.0,1269.49357081,20840.0141915,63.417404419899995,271.466304893,12361.693038500001,3413.88573487,1518.42378795,221405.161636,299688.712185,48994.005436,34047.4968517,22495.9323366,137139.19005499998,171188.892113,67272.97211209999,159255.513728,138207.27254,25682.378149,35.9487239554,0.0,38931.6146948,6249.82708628,85587.7717788,61.4
France,FRA,2013,66.6,26.01315352,51.1,24.38740274,3482.0,63782963.0,36856.045055300005,354537.73517,569.8144499919999,6439.88461521,185731.845955,60967.1741676,23641.9485688,3165528.52877,2202209.5372099997,418204.53950199997,264577.413266,214883.177473,1437427.99085,1750815.5482700001,802670.753585,1733416.12237,1610213.18786,332691.75096,92.9919573624,158.626976215,428023.930635,47128.0790578,874305.3489959999,61.6
French Polynesia,PYF,2013,82.3,29.53546429,82.2,29.57477245,2927.0,279632.0,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,2013,33.1,24.05040855,45.0,26.07938203,2830.0,1594205.0,102436.587084,85753.8787077,77087.6954384,6896.18525087,76844.7418078,31463.97867,8432.64652317,34934.840671499995,52898.4262703,12890.270317100001,15035.2051123,11386.874377799999,18843.2978185,31845.490631700002,29419.3953384,21108.0999323,51429.6661264,24264.991416,0.0,0.0,4623.50383382,5285.24833149,29058.241951300002,35.2
Gambia,GMB,2013,21.3,23.01555875,35.1,24.25789369,2628.0,1874360.0,63186.0612765,165341.80358399998,42733.698540900004,14009.343561599999,132040.242839,49617.4601692,10965.5011927,30083.4842616,39611.1862991,10308.370954799999,7755.01887371,8420.96881408,16737.7780007,30853.6324325,27006.9778524,18328.2497444,63521.607178,10547.9263625,4.00236645549,101.64038983100001,2665.55272927,1891.84953355,29610.7765652,26.0
